"# 文本key","文本value"
"content_title_desc_102","<TDNormal>Оплатите <TDItem>любые предметы</> <TDNormal> стоимостью</> <TDNum>3000</> участникам <TDNormal></> <TDName>「{0}」</> <TDNormal>"
"content_title_desc_103","<TDNormal>「{0}」reaches </> <TDName>「{1}」</>"
"content_title_desc_104","<TDNormal>Получить 「{0}」 Навыки</>"
"content_title_desc_105","<TDNormal>Активировать 「{0}」 Внутреннее Кунгфу</>"
"content_title_desc_106","<TDNormal>Оплатите</> <TDName>「{0}」</> <TDNormal>членам</> <TDNum>1</> <TDItem>снаряжение высшего уровня</> <TDNormal>"
"content_title_desc_107","<TDNormal>Ability 「{0}」reaches 「{1}」</>"
"content_title_desc_1000","<<TDNormal>Пожалуйста"
"content_title_desc_1001","<<TDNormal>Arrest the one who breached sect rules and destroy one’s Kungfu </>"
"content_title_desc_1002","<<TDNormal>Kill the one who breached sect rules </>"
"content_title_desc_1003","<<TDNormal>Detain the one who breached sect rules for 3 days </>"
"content_title_desc_1014","<TDNormal>Охрана тюрьмы</>"
"content_title_desc_1015","<TDNormal>Управляйте </> <TDItem>「{0}」</>"
"content_title_desc_1023","<TDNormal>Перевезти немного</> <TDItem>железной руды</> <TDNum>「{0}/{1}」</> <TDNormal>в</> <TDItem>Кузнечную лавку секты</>"
"content_title_desc_1024","<TDNormal>Отнеси немного </>Крапивы</> <TDNum>{0} / {1}」</> <TDNormal>в магазин тканей Секты </> <TDItem></>"
"content_title_desc_1025","<TDNormal>Соберите немного</> <TDItem>железной руды</> <TDNum>「{0} / {1}」</> <TDNormal> и отправьте ее на склад секты</> <TDItem>в</>Шкаф для материалов <TDNormal></> <TDItem></> <TDNormal></>"
"content_title_desc_1026","<TDNormal>Соберите немного</> <TDItem>каменной руды</> <TDNum>「{0} / {1}」</> <TDNormal> и отправьте ее на склад секты</> <TDItem>в</>Шкаф для материалов <TDNormal></> <TDItem></> <TDNormal></>"
"content_title_desc_1027","<TDNormal>Соберите немного</> <TDItem>медной руды</> <TDNum>「{0} / {1}」</> <TDNormal> и отправьте ее на склад секты</> <TDItem>в</>Шкаф для материалов <TDNormal></> <TDItem></> <TDNormal></>"
"content_title_desc_1028","<TDNormal>Посадите и соберите немного </> <TDItem>Крапивы</> <TDNum>「{0} / {1}」 </> <TDNormal>и отнесите их на склад Секты </> <TDItem></> <TDNormal>в </> <TDItem>Шкаф для материалов</>"
"content_title_desc_1029","<TDNormal>Перевезти немного </>железной руды </> <TDNum>「{0} / {1}」</> <TDNormal>в Секту </> <TDItem>Павильон Ланья</>"
"content_title_desc_1030","<TDNormal>Соберите немного</> <TDItem>солодки</> <TDNum>「{0} / {1}」</> <TDNormal> и отправьте на склад секты</> <TDItem>склад</> <TDNormal ></> <TDItem>шкаф для материалов</> <TDNormal></>"
"content_title_desc_1031","<TDNormal>Соберите немного</> <TDItem>Сан-Ци</> <TDNum>「{0} / {1}」</> <TDNormal> и отправьте на склад секты</> <TDItem>склад</> <TDNormal ></> <TDItem>шкаф для материалов</> <TDNormal></>"
"content_title_desc_1032","<TDNormal>Соберите немного</> <TDItem>майских лилий </> <TDNum>「{0} / {1}」</> <TDNormal> и отправьте на склад секты</> <TDItem>склад</> <TDNormal ></> <TDItem>шкаф для материалов</> <TDNormal></>"
"content_title_desc_1033","<TDNormal>Отнеси немного </>солодки </> <TDNum>「{0} / {1}」</> <TDNormal>в клинику Секты </> <TDItem></>"
"content_title_desc_1034","<TDNormal>Перевезти несколько </> <TDItem>Сан-Ци </> <TDNum>「{0} / {1}」</> <TDNormal>в клинику Секты </> <TDItem></>"
"content_title_desc_1035","<TDNormal>Перевезти несколько </>майских лилий </> <TDNum>「{0} / {1}」</> <TDNormal>в клинику Секты </> <TDItem></>"
"content_title_desc_1036","<TDNormal>Соберите немного</> <TDItem>Теплого нефрита</> <TDNum>「{0} / {1}」</> <TDNormal> и отправьте на склад секты</> <TDItem>склад</> <TDNormal ></> <TDItem>шкаф для материалов</> <TDNormal></>"
"content_title_desc_1037","<TDNormal>Охраняйте </> <TDItem>「{0}」</>"
"content_title_desc_10000","<TDNormal>Выйти из области </> <TDName>「{0}」</>"
"content_title_desc_10001","<TDNormal>Дайте </> <TDName>「{0}」</> <TDNormal>участникам </> <TDNum>2000 </> <TDNormal>выкуп"
"content_title_desc_10002","<TDNormal>Используйте </> <TDName>「Карту сокровищ」 </> <TDNormal>"
"content_title_desc_20000","<TDNormal>Отдайте </> <TDName>「{0}「{1}」</> <TDNum>1000</> <TDNormal>Монеты</>"
"content_title_desc_21000","<TDNormal>Создайте </> <TDItem>「{0}」</>"
"content_title_desc_21001","<TDNormal>Украсить руководство по кунг-фу </> <TDItem>「Истребление」</> <TDNormal> из зала секты и передать его </> <TDName>「{0}</>"
"content_title_desc_21002","<TDNormal>Отправляйтесь к Драконьей Голове Желания и найдите Камень Просвещения"
"content_title_desc_21003","<TDNormal>Приобретите Внутреннее Кунгфу в Обучении</>"
"content_title_desc_21004","<TDNormal>Сплетите Механизм</>"
"content_title_desc_21005","<TDNormal>Укротите {0}</>"
"content_title_desc_21006","<TDNormal>Присоединяйтесь {0}</>"
"content_title_desc_21007","<TDNormal>Найдите Камень Просветления в регионе {0}</>"
"content_title_desc_30000","<TDNormal>Перейдите на сайт соревнований по кунг-фу и выберите флаг для участия до начала мероприятия</>"
"content_name_1","Требуется Предмет"
"content_name_1_1","Потребности"
"content_name_2","Защита"
"content_name_3","Провести урок"
"content_name_4","Строить"
"content_name_5","Сбор ресурсов"
"content_name_6","Доставить Предметы"
"content_name_7","Выполнить правила"
"content_name_8","Здание охраны"
"content_name_9","Собрать налоги"
"content_name_10","Расширить Предмет"
"content_name_11","Помогите мне построить"
"content_name_12","Заполнитель"
"content_name_13","Заполнитель"
"content_name_14","Заполнитель"
"content_name_15","Заполнитель"
"content_name_16","Заполнитель"
"content_name_17","Заполнитель"
"content_name_100","Присоединяйся к секте「Сделай предложение」"
"content_name_101","Требование к полу"
"content_name_102","Отправить объект"
"content_name_103","Требование к характеристикам"
"content_name_104","Приобретенные навыки"
"content_name_105","Внутреннее кунг-фу активировано"
"content_name_106","Отправить снаряжение высшего класса"
"content_name_107","Требование к способностям"
"content_name_1000","Очередное собрание секты"
"content_name_1001","Построить стену"
"content_name_1002","Построить склад"
"content_name_1003","Построить учебный зал"
"content_name_1004","Построить зал принудительного исполнения"
"content_name_1005","Построить кузницу"
"content_name_1006","Построить музыкальный дом"
"content_name_1007","Построить таверну"
"content_name_1008","Построить источник"
"content_name_1009","Построить конюшню"
"content_name_1010","Построить клинику"
"content_name_1011","Построить павильон Ланья"
"content_name_1012","Построить магазин тканей"
"content_name_1013","Построить деревню"
"content_name_1014","Охранная тюрьма"
"content_name_1015","Управление Кузница"
"content_name_1016","Управление музыкальным домом"
"content_name_1017","Управление таверной"
"content_name_1018","Управление источником"
"content_name_1019","Управление конюшней"
"content_name_1020","Управление клиникой"
"content_name_1021","Управление павильоном Ланья"
"content_name_1022","Управление магазином тканей"
"content_name_1023","Транспортировка железной руды"
"content_name_1024","Транспортировка рами"
"content_name_1025","Сбор железной руды"
"content_name_1026","Сбор каменной руды"
"content_name_1027","Сбор медной руды"
"content_name_1028","Охранник Деревня"
"content_name_1030","Собрать солодку"
"content_name_1031","Собрать саньци"
"content_name_1032","Собрать ландыш"
"content_name_1033","Транспортировать солодку"
"content_name_1034","Транспортировать саньци"
"content_name_1035","Транспортировать ландыш"
"content_name_1036","Собрать теплый нефрит"
"content_name_1037","Зал охраны"
"content_name_1038","Склад охраны"
"content_name_1039","Учебный зал охраны"
"content_name_1040","Построить храм стражи города"
"content_name_1041","Разборка чужого чертежа изменит отношения. Разобрать?"
"content_name_1042","Удалить чертеж?"
"content_name_1043","Черный воробей остается в той же комнате"
"content_name_21000","Отправить выкуп"
"content_name_21001","Украсть руководство"
"content_name_21002","Найти камень просветления в Лонгтинге"
"content_name_21003","Приобрести внутреннее кунгфу в Learn"
"content_name_21004","Сплести шестеренку"
"content_name_21005","Приручить животное"
"content_name_21006","Присоединяйся к секте"
"content_name_21007","Find the Enlightenment Stone"
"content_1_desc","<Yellow>{0}{1}</> нуждается \\n<Yellow>{2}</> <TDName>「{3}/{4}</>\\nСтоимостью {5} монет"
"content_2_desc","Защита"
"content_3_desc","Проучить <Yellow>{0}{1}</> урок\\nСтоимостью {2} монет"
"content_4_desc","Помогите доставить материалы и построить <Yellow>{0}</>. Дает престиж."
"content_5_desc","Соберите <Yellow>{0}</> в контейнеры <Yellow>{1}</>. Дает престиж."
"content_6_desc","Доставить предметы"
"content_7_desc_0","Наказать <Yellow>{0}</> лишением кунг-фу согласно правилам секты. Уничтожить навык <Yellow>{1}</>. Дает престиж."
"content_7_desc_1","Наказать <Yellow>{0}</> взиманием штрафа</> согласно правилам секты. Штрафовать <Yellow>{1}</> монетами. Дает престиж."
"content_7_desc_2","Наказать <Yellow>{0}</> казнью</> согласно правилам секты. Казнить <Yellow>{1}</>. Дает престиж."
"content_7_desc_3","Наказать <Yellow>{0}</> путем <Yellow>заключения</> в соответствии с правилами секты. Задержать в клетке на <Yellow>{1}</> дней. Предоставляет престиж."
"content_8_desc","Охранять <Yellow>{0}</>. Предоставляет престиж."
"content_9_desc","Собирать налоги"
"content_10_desc","Отправляйтесь в <Yellow>「{0}」</>"
"content_desc_1","Не могли бы вы принести мне немного「Золотого лекарства от боли」? Я рад предложить что-то равноценное взамен."
"content_desc_2","Я ищу удобное оружие. Я с радостью предложу что-то равноценное взамен."
"content_desc_4","Не могли бы вы принести мне немного солодки? Я с радостью предложу что-то равноценное взамен."
"content_desc_5","Не могли бы вы принести мне немного саньци? Я с радостью предложу что-то равноценное взамен."
"content_desc_6","Не могли бы вы принести мне немного майских ландышей? Я с радостью предложу что-то равноценное взамен."
"content_desc_7","У меня закончилась железная руда для моего оружия. Думаю, ты сможешь принести мне немного? Я могу обменять тебя на что-то равноценное."
"content_desc_8","У меня закончилось очищенное железо для моего оружия. Может, ты сможешь мне его достать? Я могу обменять его на что-то равноценное"
"content_desc_9","У меня закончилась красная медь для моего оружия. Может, ты сможешь мне его достать? Я могу обменять его на что-то равноценное"
"content_desc_10","Мне нужно немного рами. Если ты сможешь мне его достать, я могу предложить тебе что-то равноценное взамен."
"content_desc_11","Кхм, кхм. Я сегодня простудился. Как думаешь, ты сможешь мне помочь построить резиденцию? Я с радостью подарю тебе что-то равноценное за твои хлопоты."
"content_desc_12","Не мог бы ты мне его достать? Я с радостью предложу что-то равноценное взамен."
"content_desc_13","Не могли бы вы принести мне немного теплых нефритов? Я с радостью предложу вам что-то равноценное взамен."
"content_desc_14","Не могли бы вы принести мне немного пьяных персиковых цветов? Я с радостью предложу вам что-то равноценное взамен."
"content_desc_15","Не могли бы вы принести мне немного винных банок? Я с радостью предложу вам что-то равноценное взамен."
"content_desc_16","Не могли бы вы принести мне немного каменных кусков? Я с радостью предложу вам что-то равноценное взамен."
"content_desc_17","У вас случайно нет Сертификата на лошадь? Вы не хотели бы обменять его со мной? Я могу предложить вам что-то равноценное взамен."
"content_desc_1000","? ??"
"content_sum_desc_none","Мне нечего вам предложить!"
"content_sum_desc_low","Мне есть что предложить."
"content_sum_desc_middle","Вас что-то интересует? Возьмите это взамен."
"content_sum_desc_high","Берите все, что вам нравится. Пожалуйста, заполните мою комиссию!"
"content_sum_desc_unsatisfied","Я не могу себе этого позволить!"
"content_sum_desc_unsatisfied_accepted","Это мне не по карману! Идите и найдите кого-нибудь другого!"
"content_sum_desc_satisfied_accepted","Сделки! Я готов принять комиссию."
"head_p_tips_1","Тренировка по боевым искусствам"
"head_p_tips_2","Тренировка внезапных движений"
"head_p_tips_3","Тренировка изменчивых движений"
"head_p_tips_4","Тренировка объединяющих движений"
"head_p_tips_5","Тренировка оборонительным движениям"
"head_p_tips_6","Тренировка Прыжков"
"head_p_tips_7","обучение кузнечному делу"
"head_p_tips_8","Обучение геомантии"
"head_p_tips_9","Обучение карабканию"
"head_p_tips_10","Тренировка навыков"
"head_p_tips_11","Понимание внутренней силы"
"head_p_tips_12","Медная кожа и железные кости"
"head_p_tips_13","Обучение медицине"
"head_p_tips_14","Обучение плетению"
"head_p_tips_15","Обучение производству"
"head_p_tips_16","Обучение строительству"
"head_p_tips_17","Обучение готовке"
"head_p_tips_18","Обучение как напиться и не уснуть"
"head_p_tips_19","шаги не оставляющие следов на снегу"
"head_p_tips_20","Легкий шаг по воде"
"head_p_tips_21","Обучение преображению"
"head_p_tips_22","Обучение приручению"
"head_p_tips_23","Применение техники Ладони"
"head_p_tips_24","Применение техники Кулака"
"head_p_tips_25","Применение техники Ног"
"head_p_tips_26","Применение техники Оружия"
"head_p_tips_27","Применение техники скрытым оружием"
"head_p_tips_28","обучение музыке"
"head_p_tips_29","Обучение попрошайничеству"
"head_p_tips_30","Обучение скрытности"
"head_p_tips_31","Обучение: Базовые дебаты"
"head_p_tips_32","Обучение: Переосмысление"
"head_p_tips_33","Обучение: Усиление духов"
"head_p_tips_34","Обучение: Созерцание"
"head_p_tips_35","Обучение: Открытый разум"
"head_p_tips_99","Обучение способностям"
"head_p_tips_100","Обучение навыкам"
"head_p_tips_300","Использование лекарств"
"head_p_tips_301","Корабкаться"
"head_p_tips_302","молиться о дожде"
"head_p_tips_303","молиться о сильном снегопаде"
"head_p_tips_304","Молиться о солнечном дне"
"head_p_tips_305","Понимание руководства"
"head_p_tips_307","Открыть дверь"
"head_p_tips_309","Обморок"
"head_p_tips_311","Пьяный"
"head_p_tips_400","Тренировка Тысячи ядовитых рук"
"head_p_tips_401","Тренировка пламенного меча"
"head_p_tips_402","Тренировка ледяной ладони"
"head_p_tips_403","Обучение пьяных песен"
"head_p_tips_404","Обучение Технике Десяти тысяч зверей"
"head_p_tips_405","Обучение распитию алкоголя и песнопению"
"head_p_tips_406","Обучение песне похитителя душ"
"head_p_tips_407","Тренировка Тысяча пауков и тысячи ядовитых рук"
"head_p_tips_408","Тренировка кулака черепахи"
"head_p_tips_409","Обучение блоку акупунктурных точек"
"mg_target_desc_skill","<TDName>Цель:</>Использовать<MgRed> 「{0}/{1}」 </>「{2}」"
"mg_target_desc_skill_1","<TDName>Цель: </>Нанести<MgRed> 1 </>Кулак и<MgRed> 1 </>Пинок одновременно за один ход <MgRed>「{0}/{1}」</> раз"
"mg_target_desc_skill_2","<TDName>Цель: </>Нанести более<MgRed> 6 </>Приемов одновременно за один ход <MgRed>「{0}/{1}」</> раз"
"mg_target_desc_skill_3","<TDName>Цель: </>Выполните более<MgRed> 7 </>ударов кулаком одновременно за один ход <MgRed>「{0}/{1}」</> раз"
"mg_target_desc_skill_4","<TDName>Цель: </>Победить <MgRed>Внутреннего Демона</>"
"mg_tips_desc_1","Совет: используйте Неудачный ход для соединения ударов ногой и скрытого оружия"
"mg_tips_desc_2","Совет: комбинируйте защитные ходы и комбо-приемы"
"mg_tips_desc_3","Совет: комбинируйте Неудачный ход"
"mg_tips_desc_4","Совет: выполните 3 приема кулака одновременно"
"mg_tips_desc_5","Совет: комбинируйте Неудачный ход, Изменяемые Ходы и неожиданные ходы"
"mg_tips_desc_100","Совет: выполните 5 ударов ногой, чтобы активировать навык [Ногой в пах]"
"mg_tips_desc_101","Совет: используйте омни-движение, чтобы соединить 1 движение кулаком и 1 движение ногой"
"mg_tips_desc_102","Совет: перетащите 2 движения ладонью, затем используйте изменяемое движение, чтобы превратить 1 движение ладонью в движение ногой"
"mg_tips_desc_103","Совет: комбинируйте омни-приемы, изменяемые приемы и неожиданные приемы"
"mg_tips_desc_104","Совет: комбинируйте Защитные ходы и Комбо-приемы"
"ce_tips_name_1","Карма: Ледяное телосложение"
"ce_tips_name_2","Карма: Огненное телосложение"
"ce_tips_name_3","Карма: Ядовитое телосложение"
"ce_tips_name_100","Внутреннее кунг-фу: Замораживающее заклинание"
"ce_tips_name_101","Внутреннее кунг-фу: Зажигательное заклинание"
"ce_tips_name_102","Внутреннее кунг-фу: Искусство опьянения"
"ce_tips_name_103","Внутреннее кунг-фу: Заклинание защиты от ядов"
"ce_tips_name_104","Внутреннее кунг-фу: Искусство лишения души"
"ce_tips_name_105","Внутреннее кунг-фу: Искусство адского дыхания"
"ce_tips_name_106","Внутреннее Кунг-фу: искусство изменения"
"ce_tips_name_1000","Способность:Комбо-ход"
"ce_tips_name_1001","Способность:Изменяемый ход"
"ce_tips_name_1002","Способность:Неожиданный ход"
"ce_tips_name_1003","Способность:Неудачный ход"
"ce_tips_name_1004","Способность:Защитный ход"
"ce_tips_name_3000","Мнемоника: Милосердие"
"ce_tips_name_10001","Крит"
"ce_tips_name_11000","Навык: Ледяной меч"
"ce_tips_name_11001","Навык: Пей до конца"
"ce_tips_name_11002","Навык: Пей и мечтай"
"ce_tips_name_11003","Навык: Символ испытания"
"ce_tips_name_11004","Навык: Клинок нирваны"
"ce_tips_name_11005","Навык: Навык поглощающий токсины"
"ce_tips_name_11006","Навык: Несовершенный"
"ce_tips_name_11007","Секретный навык「Звериная стойка: Обезьяна」"
"ce_tips_name_11008","Секретный навык「Звериная стойка:Лошадь」"
"ce_tips_name_11009","Навык: Черепаший кулак"
"ce_tips_name_11010","Навык: Жизненная сила дракона"
"ce_tips_name_11011","Секретный навык「Звериная стойка:Норка」"
"ce_tips_name_12000","Эффект атрибута"
"ce_tips_desc_1","Переместить ограниченное состояние Холод!"
"ce_tips_desc_2","Переместить ограниченное состояние Тепло!"
"ce_tips_desc_3","Переместить ограниченное состояние Ядовитый газ!"
"ce_tips_desc_4","Сопротивление Холоду!"
"ce_tips_desc_5","Сопротивление Тепло!"
"ce_tips_desc_6","Сопротивление Ядовитый газ!"
"ce_tips_desc_102","Переместить ограниченное состояние Пьяный"
"ce_tips_desc_103","Восстанавливает {0} Крови!"
"ce_tips_desc_104","Нанес противнику несчастье!"
"ce_tips_desc_106","Украл 1 ход у противника!"
"ce_tips_desc_1000","Нарисовал ход!"
"ce_tips_desc_1001","Создал Изменяемый ход!"
"ce_tips_desc_1003","Создал Неудачный ход!"
"ce_tips_desc_1004","Created Защитный ход!"
"ce_tips_desc_2000","Будьте милосердны и сохраните ему жизнь!"
"ce_tips_desc_10001","Ход содержал состояние крита!"
"ce_tips_desc_11000","Увеличил требуемые ходы противника для 「{0}」 на 1!"
"ce_tips_desc_11001","Получил {0} дополнительных ходов!"
"ce_tips_desc_11002","Наложил {0} дополнительных стеков пьянства на противника!"
"ce_tips_desc_11003","Наложил Сигил Испытания на противника!"
"ce_tips_desc_11004","Уничтожил 1 снаряжение противника!"
"ce_tips_desc_11005","Кровь и Макс. кровь увеличена на {0}!"
"ce_tips_desc_11006","Активируйте Несовершенный  ещё раз!"
"ce_tips_desc_11007","Имитация навыка противника 「{0}」!"
"ce_tips_desc_11008","Ваши требуемые ходы для навыка 「{0}」 уменьшены на 1!"
"ce_tips_desc_11009","Урон от Кулака Черепахи навсегда увеличен на 1!"
"ce_tips_desc_11010","Нет ударов в стопках!"
"ce_tips_desc_11011","Нет ходов в стопке сброса!"
"ce_tips_desc_12000","{0} ход предоставлен 「{1}」!"
"ce_tips_desc_12004","Украл {0} монет у противника!"
"ce_tips_desc_12005","Ослепление цели!"
"ce_tips_desc_12006","Причинил травму ноге цели!"
"ce_tips_desc_12007","Счетчик сопротивления движению!"
"Loading_Panel_Title","<LoadingTitleRed>Я </> {0}. Мой отец {1}"
"Loading_Panel_Enter_World","Нажмите любую клавишу, чтобы войти в мир"
"Loading_Panel_1","Вход в игровой мир..."
"LoadingTips_1","Режим управления мышью (Qinggong): в этом режиме направление прыжка персонажа будет следовать за положением мыши."
"LoadingTips_2","После приобретения Qinggong нажмите Shift"
"LoadingTips_3","Проверьте время: нажмите и удерживайте поддержку T"
"LoadingTips_4","Нажмите P"
"LoadingTips_5","Плавание: удерживайте левый Ctrl"
"LoadingTips_6","Плавание: Задержите пробел, чтобы подняться вверх"
"LoadingTips_7","Плавание: нажмите Left Shift под водой"
"LoadingTips_8","Быстрое сохранение: F5"
"LoadingTips_100","Масштабирование линзы: удерживайте LT и нажмите правый джойстик"
"LoadingTips_101","Выберите окружение символ: нажмите и удерживайте RT"
"TaskEditor_1","Комиссионные"
"TaskEditor_2","Мои комиссионные"
"TaskEditor_3","Нет"
"Btn_Name_50007_f","Таверна"
"Btn_Name_50009_f","Трактир"
"Btn_Name_13_f","Пить вино"
"Decoration_Other_16_f","Винный стол"
"Decoration_Other_17_f","Винная полка"
"Item_Name_91009_f","Винная банка"
"mail_join_sect_task_desc","Нажмите, чтобы получить входящее задание「{0}」 "
"mail_join_activity","Нажмите, чтобы посетить конференцию по боевым искусствам"
"mail_get_sect_money","Получил 「{0}」 зарплату. Нажмите для просмотра"
"mail_get_ability","Присоединил фракцию {0}. Хотите ли вы, чтобы эта фракция унаследовала способности другой фракции?"
"mail_sect_violate_taboo","{0}Ученик нарушил правила секты. Ты хочешь пойти и обеспечить соблюдение правил секты?"
"mail_domestication_animal","Приручил {0}"
"mail_unlock_tile","Открыть новые территории"
"mail_build_being_destroy","Ваш {0} уничтожается!"
"mail_relation_delete","Отношения закончились!"
"mail_relation_gan_ji","Спасибо"
"mail_hover_desc_11","Посылка прибыла"
"mail_hover_desc_12","Приглашение от {0}"
"mail_hover_desc_13","「{0}」: Запрошенный вами ресурс был отправлен на {1}!"
"mail_hover_desc_14","「{0}」 хочет присоединиться к вашей секте!"
"mail_hover_desc_15","Нарушение табу секты: {0}"
"mail_hover_desc_16","Ваша секта {0} уничтожается!"
"mail_hover_desc_17","Когда время благосостояния истечет, ты сможешь пойти в зал для занятий боевыми искусствами, чтобы узнать секреты!"
"mail_hover_desc_18","<TipKey>「{0}」</> становится у вас「{1}」"
"mail_hover_desc_19","<TipKey>「{0}」</>Хотите купить свой「{1}」"
"mail_hover_desc_20","Изменение отношения"
"mail_hover_desc_21","{0}: Я могу умереть, спаси меня!"
"mail_hover_desc_22","Нажмите, чтобы присоединиться к аукциону"
"mail_hover_desc_23","{0}Открыта новая территория и расширилась сфера влияния секты!"
"mail_hover_desc_24","Знамя вашей секты в {0} уничтожено!"
"mail_hover_desc_25","Ваша секта расформирована!"
"mail_hover_desc_26","Получил полную сумму ежемесячной платы в секте!"
"mail_hover_desc_27","Ваша репутация в {0} выросла на {1}!"
"mail_hover_desc_27_1","Ваша репутация в {0} снизилась на {1}!"
"mail_hover_desc_28","Ваш питомец「{0}」 умер!"
"mail_hover_desc_29","Новый заказ принят!"
"mail_hover_desc_30","От загадочной организации: исследование жизни {0}"
"mail_hover_desc_31","Сообщение успешно распространено"
"mail_hover_desc_32","{0} Cовершил покупку на вашем {1}"
"mail_hover_desc_33","{0} можно собрать в поле"
"mail_hover_desc_34","Совет по сохранению"
"mail_hover_desc_35","Из-за недостаточности средств секты с васняли ежемесячный платеж!"
"mail_hover_desc_36","Из-за недостаточности средств секты вы не получили полный ежемесячный платеж секты!"
"mail_hover_desc_37","Получите доход от работы секты"
"mail_hover_desc_38","К сожалению, ваш ребенок {0} умер в младенчестве"
"mail_hover_desc_39","битва сект"
"mail_hover_desc_40","Ваша секта выиграла дуэль с {0}. Вы заняли {1}"
"mail_hover_desc_40_1","Ваша секта проиграла дуэль с {0}!"
"mail_hover_desc_41","Получены налоговые поступления от секты"
"mail_hover_desc_42","Получите награду императора"
"mail_hover_desc_43","Изменение стоимости греха"
"mail_hover_desc_44","Изменение уровней розыска"
"mail_hover_desc_45","Секретное сообщение Черного Воробья"
"mail_hover_desc_49","{0} умер!"
"mail_hover_desc_50","Закон о кузнице выполнен"
"mail_hover_desc_53","Уничтожение секты"
"ttdesc_pc_1","Используйте <GuideRed>WASD</> или <GuideRed>щелчок мыши</>"
"ttdesc_pc_2","Удерживайте <GuideRed>правую кнопку мыши</>"
"ttdesc_pc_3","Удерживайте <GuideRed>колесо прокрутки</>"
"ttdesc_pc_4","Время просмотра: Долгое нажатие<GuideRed> {0}</> или <GuideRed>посмотрите на солнце</>"
"ttdesc_pc_5","Меню персонажа <GuideRed>Нажмите {0}</> или щелкните <GuideRed>ваш аватар</>"
"ttdesc_pc_6","Карта <GuideRed>Нажмите {0}</> или щелкните <GuideRed>Компас</> в правом нижнем углу"
"ttdesc_pc_7","Откройте карту и щелкните в любом месте"
"ttdesc_gp_7","Откройте карту и нажмите в любом месте"
"ttdesc_gp_7_1","И выберите отметку для отметки"
"ttdesc_pc_8","Подойдите к цели и нажмите <GuideRed>{0}</> или нажмите кнопку взаимодействия<GuideRed></>"
"ttdesc_gp_8","Подойдите к цели и нажмите"
"ttdesc_pc_9","<GuideRed>Нажмите {0}</>Двигайтесь быстрее <GuideRed>{1}</>Используйте Qinggong"
"ttdesc_pc_10","Нажмите в верхней части интерфейса"
"ttdesc_pc_11","Откройте способности <GuideRed>Нажмите {0}</>"
"ttdesc_pc_12","Откройте предметы <GuideRed>Нажмите {0}</>"
"ttdesc_pc_13","Медитируйте <GuideRed>Нажмите {0}</>"
"ttdesc_pc_14","Просмотр Небесных Свиток. <GuideRed>Нажмите {0}</>"
"ttdesc_pc_15","Во время подъема нажмите <GuideRed>{0}</>"
"ttdesc_pc_16","Открыть навыки <GuideRed>Нажмите {0}</>"
"ttdesc_pc_16_1","Открыть снаряжение <GuideRed>Нажмите {0}</>"
"ttdesc_pc_17","Открыть социальный <GuideRed>Нажмите {0}</>"
"ttdesc_pc_18","Открыть сборку <GuideRed>Нажмите {0}</>"
"ttdesc_pc_19","Удерживайте <GuideRed>{0}</>"
"ttdesc_pc_20","Нажмите <GuideRed>{0}</> под водой"
"ttdesc_pc_21","Нажмите <GuideRed>{0}</> или щелкните <GuideRed>Me</>"
"ttdesc_pc_22","Наведите курсор <GuideRed>Mouse</> на <GuideRed>себя</>"
"ttdesc_pc_23","В режиме скрытности нажмите <GuideRed>{0}</>"
"ttdesc_pc_24","Find <GuideRed>Quest Giver</> and Interact -> <GuideRed>Assist</> -> <GuideRed>Quest</> to submit quest"
"ttdesc_pc_25","Открыть создание <GuideRed>Нажмите {0}</>"
"ttdesc_pc_26","Открыть рюкзак <GuideRed>Нажмите {0}</>"
"ttdesc_push","Нажать"
"ttdesc_press","Нажать"
"ttdesc_press_hold","Удерживать"
"ttdesc_move","Переместить персонажа"
"ttdesc_camera_rotate","Повернуть"
"ttdesc_camera_zoom","Приблизить"
"ttdesc_or","или"
"ttdesc_and","добавить"
"ttdesc_view_time","Просмотреть текущее время"
"ttdesc_open_self_menu","Открыть собственное меню"
"ttdesc_open_map","Просмотр карты"
"ttdesc_tag_map","Можно отметить"
"ttdesc_open_btn_menu","Взаимодействовать"
"ttdesc_qing_gong","Примени цигун"
"ttdesc_view_battle_guide","Просмотреть руководство по бою"
"ttdesc_view_ability","Просмотреть способность"
"ttdesc_use_wanbaquan_item","Использовать <GuideRed>Tortoise Fist</>"
"ttdesc_use_wanbaquan_item_GamePad","Выбрать предметы"
"ttdesc_recover_neili_qixue","Восстановить энергию"
"ttdesc_equip_skill","Использовать новый навык"
"ttdesc_equip_skill_GamePad","Открыть меню, выбрать роль и экипировать новые школы"
"ttdesc_equip_equipment","Надеть новое снаряжение"
"ttdesc_equip_equipment_GamePad","Открыть меню, выбрать роль, надеть новое оборудование"
"ttdesc_craft_item","Нажмите <GuideRed>Создать предмет</>"
"ttdesc_task","Просмотреть мои задания"
"ttdesc_skill_level_up","Вход на экран персонажа - Выберите навык - Нажмите <GuideRed>「Улучшить навык」</>"
"reset_tutorial","Сбросить обучение"
"save_tips","Советы по быстрому сохранению. Вы можете нажимать「Быстрое сохранение」 каждые 5 минут. Сохранять?"
"on_save_tips","Сохранение..."
"unlock_sandbox_desc","Вы можете создавать новые миры в My Miniworld в главном меню. Ваш персонаж может путешествовать между несколькими Miniworlds."
"skip_tutorial","Пропустить обучение"
