"# 文本key","文本value"
"desc_210022_fun_5","<AbDesc>수영 속도 15% 증가</>"
"desc_210022_fun_6","<AbDesc>수영 중 내력 회복 가능</>"
"desc_210022_up_1","<NengLiJinJie>「입문 방식」수면 점프 연습을 통해</>"
"desc_210022_up_2","<NengLiJinJie>「진입 숙련」수면 점프 연습을 통해</>"
"desc_210022_up_3","<NengLiJinJie>「진입 소성」수면 점프 연습을 통해</>"
"desc_210022_up_4","<NengLiJinJie>「진입 정통」수면 점프 연습을 통해</>"
"desc_210022_up_5","<NengLiJinJie>「진입 대성」수면 점프 연습을 통해</>"
"desc_210022_up_6","<NengLiJinJie>「진계 원만」 전해지는 바에 따르면「유씨」일문의 전수되는 비전으로 전해짐</>"
"desc_210023_fun_1","<AbDesc>아직 개방되지 않았습니다.</>"
"desc_210023_fun_2","<AbDesc>아직 개방되지 않았습니다.</>"
"desc_210023_fun_3","<AbDesc>아직 개방되지 않았습니다.</>"
"desc_210023_fun_4","<AbDesc>아직 개방되지 않았습니다.</>"
"desc_210023_fun_5","<AbDesc>아직 개방되지 않았습니다.</>"
"desc_210023_fun_6","<AbDesc>아직 개방되지 않았습니다.</>"
"desc_210023_up_1","<NengLiJinJie>「입문 방식」아직 개방되지 않았습니다.</>"
"desc_210023_up_2","<NengLiJinJie>「진입 숙련」아직 개방되지 않았습니다.</>"
"desc_210023_up_3","<NengLiJinJie>「진입 소성」아직 개방되지 않았습니다.</>"
"desc_210023_up_4","<NengLiJinJie>「진입 정통」아직 개방되지 않았습니다.</>"
"desc_210023_up_5","<NengLiJinJie>「진입 대성」아직 개방되지 않았습니다.</>"
"desc_210023_up_6","<NengLiJinJie>「진입 원만」아직 개방되지 않았습니다.</>"
"desc_210024_fun_1","<AbDesc>동피철골 1당, 기혈 10 증가</>"
"desc_210024_fun_2","<AbDesc>격식 피해 저항 2</>"
"desc_210024_fun_3","<AbDesc>속성 저항 2</>"
"desc_210024_fun_4","<AbDesc>격식 피해 저항 3</>"
"desc_210024_fun_5","<AbDesc>내열, 내한 +1</>"
"desc_210024_fun_6","<AbDesc>교전 후 기혈 1% 회복</>"
"desc_210024_up_1","<NengLiJinJie>「입문 방식」맞는 연습을 통해</>"
"desc_210024_up_2","<NengLiJinJie>「진입 숙련」맞는 연습을 통해</>"
"desc_210024_up_3","<NengLiJinJie>「진입 소성」맞는 연습을 통해</>"
"desc_210024_up_4","<NengLiJinJie>「진입 정통」맞는 연습을 통해</>"
"desc_210024_up_5","<NengLiJinJie>「진입 대성」맞는 연습을 통해</>"
"desc_210024_up_6","<NengLiJinJie>「진입 원만」맞는 연습을 통해</>"
"desc_210025_fun_1","<AbDesc>장법 운용 1당, 장법 공격력 1 획득</>"
"desc_210025_fun_2","<AbDesc>장법 초식 1개 추가 획득</>"
"desc_210025_fun_3","<AbDesc>장법 묘수 발동 시 다음 회합 절학 피해 15% 증가</>"
"desc_210025_fun_4","<AbDesc>장법 절학 피해 15% 증가</>"
"desc_210025_fun_5","<AbDesc>연초 필요 수치 1 감소</>"
"desc_210025_fun_6","<AbDesc>장법 절학 사용 후 상대방 방어력 1단계 감소(1회합)</>"
"desc_210025_up_1","<NengLiJinJie>「입문 방식」전투 중 장법 초식 사용</>"
"desc_210025_up_2","<NengLiJinJie>「진입 숙련」전투 중 장법 초식 사용</>"
"desc_210025_up_3","<NengLiJinJie>「진입 소성」전투 중 장법 초식 사용</>"
"desc_210025_up_4","<NengLiJinJie>「진입 정통」전투 중 장법 초식 사용</>"
"desc_210025_up_5","<NengLiJinJie>「진입 대성」전투 중 장법 초식 사용</>"
"desc_210025_up_6","<NengLiJinJie>「진입 원만」전투 중 장법 초식 사용</>"
"desc_210026_fun_1","<AbDesc>권법 운용 1당, 권법 공격력 1 획득</>"
"desc_210026_fun_2","<AbDesc>권법 초식 1개 추가 획득</>"
"desc_210026_fun_3","<AbDesc>권법 묘수 발동 시 다음 회합 절학 피해 15% 증가</>"
"desc_210026_fun_4","<AbDesc>권법 절학 피해 15% 증가</>"
"desc_210026_fun_5","<AbDesc>연초 필요 수치 1 감소</>"
"desc_210026_fun_6","<AbDesc>권법 절학 사용 후 방어력 1단계 증가(1회합)</>"
"desc_210026_up_1","<NengLiJinJie>「입문 방식」권법 초식 사용</>"
"desc_210026_up_2","<NengLiJinJie>「진입 숙련」권법 초식 사용</>"
"desc_210026_up_3","<NengLiJinJie>「진입 소성」권법 초식 사용</>"
"desc_210026_up_4","<NengLiJinJie>「진입 정통」권법 초식 사용</>"
"desc_210026_up_5","<NengLiJinJie>「진입 대성」권법 초식 사용</>"
"desc_210026_up_6","<NengLiJinJie>「진입 원만」권법 초식 사용</>"
"desc_210027_fun_1","<AbDesc>각 1당, 각법 공격력 1 획득</>"
"desc_210027_fun_2","<AbDesc>각법 초식 1개 추가 획득</>"
"desc_210027_fun_3","<AbDesc>각법 묘수 발동 시 다음 회합 절학 피해 15% 증가</>"
"desc_210027_fun_4","<AbDesc>각법 절학 피해 15% 증가</>"
"desc_210027_fun_5","<AbDesc>연초 필요 수치 1 감소</>"
"desc_210027_fun_6","<AbDesc>각법 절학 사용 후, 추가로 무작위 초식 1개 발동</>"
"desc_210027_up_1","<NengLiJinJie>「입문 방식」각법 초식 사용</>"
"desc_210027_up_2","<NengLiJinJie>「진입 숙련」각법 초식 사용</>"
"desc_210027_up_3","<NengLiJinJie>「진입 소성」각법 초식 사용</>"
"desc_210027_up_4","<NengLiJinJie>「진입 정통」각법 초식 사용</>"
"desc_210027_up_5","<NengLiJinJie>「진입 대성」각법 초식 사용</>"
"desc_210027_up_6","<NengLiJinJie>「진입 원만」각법 초식 사용</>"
"desc_210028_fun_1","<AbDesc>병기 운용 1당, 병기 공격력 1 획득</>"
"desc_210028_fun_2",""
"desc_210028_fun_3","<AbDesc>병기 묘수 발동 시 다음 회합 절학 피해 15% 증가</>"
"desc_210028_fun_4","<AbDesc>병기 절학 피해 15% 증가</>"
"desc_210028_fun_5","<AbDesc>연초 필요 수치 1 감소</>"
"desc_210028_fun_6","<AbDesc>병기 절학 사용 후, 병기 공격력 5% 증가, 중첩 가능, 최대 5중첩.</>"
"desc_210028_up_1","<NengLiJinJie>「입문 방식」병기 초식 사용</>"
"desc_210028_up_2","<NengLiJinJie>「진입 숙련」병기 초식 사용</>"
"desc_210028_up_3","<NengLiJinJie>「진입 소성」병기 초식 사용</>"
"desc_210028_up_4","<NengLiJinJie>「진입 정통」병기 초식 사용</>"
"desc_210028_up_5","<NengLiJinJie>「진입 대성」병기 초식 사용</>"
"desc_210028_up_6","<NengLiJinJie>「진입 원만」병기 초식 사용</>"
"desc_210029_fun_1","<AbDesc>암기 운용 1당, 암기 공격력 1 획득</>"
"desc_210029_fun_2",""
"desc_210029_fun_3","<AbDesc>암기 묘수 발동 시 다음 회합 절학 피해 15% 증가</>"
"desc_210029_fun_4","<AbDesc>암기 절학 피해 15% 증가</>"
"desc_210029_fun_5","<AbDesc>연초 필요 수치 1 감소</>"
"desc_210029_fun_6","<AbDesc>암기 절학 사용 후, 다음 회합 암기 2개 복제</>"
"desc_210029_up_1","<NengLiJinJie>「입문 방식」암기 초식 사용</>"
"desc_210029_up_2","<NengLiJinJie>「진입 숙련」암기 초식 사용</>"
"desc_210029_up_3","<NengLiJinJie>「진입 소성」암기 초식 사용</>"
"desc_210029_up_4","<NengLiJinJie>「진입 정통」암기 초식 사용</>"
"desc_210029_up_5","<NengLiJinJie>「진입 대성」암기 초식 사용</>"
"desc_210029_up_6","<NengLiJinJie>「진입 원만」암기 초식 사용</>"
"desc_210030_fun_1","<AbDesc>구걸로 최대 20전 가치의 아이템 획득 가능</>"
"desc_210030_fun_2","<AbDesc>구걸로 최대 30전 가치의 아이템 획득 가능</>"
"desc_210030_fun_3","<AbDesc>구걸로 최대 45전 가치의 아이템 획득 가능</>"
"desc_210030_fun_4","<AbDesc>구걸로 최대 70전 가치의 아이템 획득 가능</>"
"desc_210030_fun_5","<AbDesc>구걸로 최대 100전 가치의 아이템 획득 가능</>"
"desc_210030_fun_6","<AbDesc>구걸로 최대 200전 가치의 아이템 획득 가능</>"
"desc_210030_up_1","<NengLiJinJie>「입문 방식」구걸 연습을 통해</>"
"desc_210030_up_2","<NengLiJinJie>「진입 숙련」구걸 연습을 통해</>"
"desc_210030_up_3","<NengLiJinJie>「진입 소성」구걸 연습을 통해</>"
"desc_210030_up_4","<NengLiJinJie>「진입 정통」구걸 연습을 통해</>"
"desc_210030_up_5","<NengLiJinJie>「진입 대성」구걸 연습을 통해</>"
"desc_210030_up_6","<NengLiJinJie>「진입 원만」전설적인 「소씨」일파의 비전으로 전해짐</>"
"desc_210031_fun_1","<AbDesc>잠행 회피 능력. 잠행 능력이 강할수록 발각 확률이 낮아지고 은신 성공률이 높아진다.</>"
"desc_210031_fun_2","<AbDesc>잠행 이동 속도 10% 증가</>"
"desc_210031_fun_3","<AbDesc>잠행 중 암기 발사 가능</>"
"desc_210031_fun_4","<AbDesc>기본 발각되지 않을 확률 10% 증가</>"
"desc_210031_fun_5","<AbDesc>잠행 상태에서 기술 사용 실패 해도, 잠행 상태를 유지할 확률이 있다.</>"
"desc_210031_fun_6","<AbDesc>잠행 상태 진입 시, 혈흔 악명 제거</>"
"desc_210031_up_1","<NengLiJinJie>「입문 방식」잠행 상태로 이동 훈련. 주변 사람이 많을수록 훈련 효율 증가</>"
"desc_210031_up_2","<NengLiJinJie>「진입 숙련」잠행 상태로 이동 훈련. 주변 사람이 많을수록 훈련 효율 증가</>"
"desc_210031_up_3","<NengLiJinJie>「진입 소성」잠행 상태로 이동 훈련. 주변 사람이 많을수록 훈련 효율 증가</>"
"desc_210031_up_4","<NengLiJinJie>「진입 정통」잠행 상태로 이동 훈련. 주변 사람이 많을수록 훈련 효율 증가</>"
"desc_210031_up_5","<NengLiJinJie>「진입 대성」잠행 상태로 이동 훈련. 주변 사람이 많을수록 훈련 효율 증가</>"
"desc_210031_up_6","<NengLiJinJie>「진입 원만」전설적인 「시씨」일파의 비전으로 전해짐</>"
"desc_210032_fun_1","<AbDesc>말싸움 「요점만 말하기」 해제</>"
"desc_210032_fun_2","<AbDesc>말싸움 「돌려 말하기」 해제</>"
"desc_210032_fun_3","<AbDesc>말싸움 「처음엔 거만하게, 나중엔 공손하게」 해제</>"
"desc_210032_fun_4","<AbDesc>말싸움 「자기합리화」 해제</>"
"desc_210032_fun_5","<AbDesc>말싸움 「억지 부리기」 해제</>"
"desc_210032_fun_6","<AbDesc>말싸움 「말 한마디 한마디가 보석과 같다」 해제</>"
"desc_210032_up_1","<NengLiJinJie>「입문 방식」말싸움 승리 훈련을 통해</>"
"desc_210032_up_2","<NengLiJinJie>「진입 숙련」말싸움 승리 훈련을 통해</>"
"desc_210032_up_3","<NengLiJinJie>「진입 소성」말싸움 승리 훈련을 통해</>"
"desc_210032_up_4","<NengLiJinJie>「진입 정통」말싸움 승리 훈련을 통해</>"
"desc_210032_up_5","<NengLiJinJie>「진입 대성」말싸움 승리 훈련을 통해</>"
"desc_210032_up_6","<NengLiJinJie>「진입 원만」말싸움 승리 훈련을 통해</>"
"desc_210033_fun_1","<AbDesc>재고려 기회 1회 증가</>"
"desc_210033_fun_2","<AbDesc>재고려 기회 1회 증가</>"
"desc_210033_fun_3","<AbDesc>재고려 기회 1회 증가</>"
"desc_210033_fun_4","<AbDesc>재고려 기회 1회 증가</>"
"desc_210033_fun_5","<AbDesc>재고려 기회 1회 증가</>"
"desc_210033_fun_6","<AbDesc>재고려 기회 1회 증가</>"
"desc_210033_up_1","<NengLiJinJie>「입문 방식」말싸움 전투 중 말싸움 훈련 합성을 통해</>"
"desc_210033_up_2","<NengLiJinJie>「진입 숙련」말싸움 전투 중 말싸움 훈련 합성을 통해</>"
"desc_210033_up_3","<NengLiJinJie>「진입 소성」말싸움 전투 중 말싸움 훈련 합성을 통해</>"
"desc_210033_up_4","<NengLiJinJie>「진입 정통」말싸움 전투 중 말싸움 훈련 합성을 통해</>"
"desc_210033_up_5","<NengLiJinJie>「진입 대성」말싸움 전투 중 말싸움 훈련 합성을 통해</>"
"desc_210033_up_6","<NengLiJinJie>「진입 원만」말싸움 전투 중 말싸움 훈련 합성을 통해</>"
"desc_210034_fun_1","<AbDesc>심경 10 증가</>"
"desc_210034_fun_2","<AbDesc>심경 20 증가</>"
"desc_210034_fun_3","<AbDesc>심경 30 증가</>"
"desc_210034_fun_4","<AbDesc>심경 60 증가</>"
"desc_210034_fun_5","<AbDesc>심경 80 증가</>"
"desc_210034_fun_6","<AbDesc>심경 100 증가</>"
"desc_210034_up_1","<NengLiJinJie>「입문 방식」말싸움 전투 훈련을 통해</>"
"desc_210034_up_2","<NengLiJinJie>「진입 숙련」말싸움 전투 훈련을 통해</>"
"desc_210034_up_3","<NengLiJinJie>「진입 소성」말싸움 전투 훈련을 통해</>"
"desc_210034_up_4","<NengLiJinJie>「진입 정통」말싸움 전투 훈련을 통해</>"
"desc_210034_up_5","<NengLiJinJie>「진입 대성」말싸움 전투 훈련을 통해</>"
"desc_210034_up_6","<NengLiJinJie>「진입 원만」말싸움 전투 훈련을 통해</>"
"desc_210035_fun_1","<AbDesc>말싸움 삭제 기회 1회 증가</>"
"desc_210035_fun_2","<AbDesc>말싸움 삭제 기회 1회 증가</>"
"desc_210035_fun_3","<AbDesc>말싸움 삭제 기회 1회 증가</>"
"desc_210035_fun_4","<AbDesc>말싸움 삭제 기회 1회 증가</>"
"desc_210035_fun_5","<AbDesc>말싸움 삭제 기회 1회 증가</>"
"desc_210035_fun_6","<AbDesc>말싸움 삭제 기회 1회 증가</>"
"desc_210035_up_1","<NengLiJinJie>「입문 방식」말싸움 전투 중 말싸움 제거 훈련을 통해</>"
"desc_210035_up_2","<NengLiJinJie>「진입 숙련」말싸움 전투 중 말싸움 제거 훈련을 통해</>"
"desc_210035_up_3","<NengLiJinJie>「진입 소성」말싸움 전투 중 말싸움 제거 훈련을 통해</>"
"desc_210035_up_4","<NengLiJinJie>「진입 정통」말싸움 전투 중 말싸움 제거 훈련을 통해</>"
"desc_210035_up_5","<NengLiJinJie>「진입 대성」말싸움 전투 중 말싸움 제거 훈련을 통해</>"
"desc_210035_up_6","<NengLiJinJie>「진입 원만」말싸움 전투 중 말싸움 제거 훈련을 통해</>"
"desc_210036_fun_1","<AbDesc>말싸움 선택지 1개 추가</>"
"desc_210036_fun_2","<AbDesc>말싸움 선택지 1개 추가</>"
"desc_210036_fun_3","<AbDesc>말싸움 선택지 1개 추가</>"
"desc_210036_up_1","<NengLiJinJie>「입문 방식」말싸움 전투 중 말싸움 효과 발동 횟수 훈련을 통해</>"
"desc_210036_up_2","<NengLiJinJie>「진입 숙련」말싸움 전투 중 말싸움 효과 발동 횟수 훈련을 통해</>"
"desc_210036_up_3","<NengLiJinJie>「진입 소성」말싸움 전투 중 말싸움 효과 발동 횟수 훈련을 통해</>"
"task_command_name","<RenWu>명령 · 「{0}」</>"
"task_receive","의뢰 수락"
"task_publish","의뢰 게시"
"task_command","명령 게시"
"task_select_command","명령 선택"
"task_editor_command","지령 편집"
"task_done","의뢰 완료"
"task_giveup","의뢰 포기"
"task_giveup_entrust","의뢰 포기"
"task_select_entrust","의뢰 선택"
"task_editor_entrust","의뢰 편집"
"task_giveup_command","명령 취소"
"task_track","추적 의뢰"
"task_view","의뢰 확인"
"task_select","의뢰 선택"
"task_end_time","「남은 시간」 {0}"
"task_no_end_time","「남은 시간」무제한"
"task_has_receive","「수락 완료」"
"task_executing","「실행 중」"
"task_done_1","「완료」"
"task_finish","의뢰 완료"
"task_reward","{0}전 획득"
"task_new","새로운 목표"
"target_task_finish","목표 달성"
"task_type","의뢰 유형"
"my_task","나의 의뢰"
"task_entruster","의뢰인"
"task_commander","명령자"
"task_receiver","집행자"
"task_other_entrust","그의 의뢰"
"task_other_command","그의 명령"
"task_select_building","건물 선택"
"task_option_desc_1","목표"
"task_option_desc_2","아이템"
"task_option_desc_3","제한 시간"
"task_option_desc_4","제물"
"task_option_desc_5","건물 선택"
"task_option_desc_6","자원"
"task_option_desc_7","아이템 운송"
"task_option_desc_8","처벌 방식"
"task_option_desc_9","토지 선택"
"task_option_desc_10","건설 중 건물 선택"
"task_option_desc_998","의뢰 가치"
"task_option_desc_999","누구를 보낼까"
"task_option_show_move_item","운송 아이템 확인"
"task_option_no_building","건물 파괴"
"task_option_no_bluepoint_building","건물 청사진 파괴"
"task_receive_panel_1","개인 의뢰"
"task_receive_panel_2","의뢰 수령 선택"
"task_receive_panel_3","의뢰 수령,"
"task_receive_panel_4","의뢰 제출"
"task_talk_220000","나는 지금 금창약이 급히 필요합니다. 도와주시겠습니까? \\n적은 물품이나마 드리겠습니다. 받아주십시오."
"task_talk_220000_1","나는 지금 금창약이 급히 필요합니다. 보답은 없지만, \\n도와주시겠습니까?"
"task_talk_220001","나는 마음에 드는 무기가 필요합니다. 도와주시겠습니까? \\n적은 물품이나마 드리겠습니다. 받아주십시오."
"task_talk_220001_1","나는 마음에 드는 무기가 필요합니다. 보답은 없지만, \\n도와주시겠습니까?"
"task_talk_220002","나는 지금 민가를 짓고 있습니다. 도와주시겠습니까? \\n적은 물품이나마 드리겠습니다. 받아주십시오."
"task_talk_220002_1","나는 지금 민가를 짓고 있습니다. 보답은 없지만, \\n도와주시겠습니까?"
"task_talk_220100","나는 며칠 전부터 숨은 병을 앓고 있습니다. 도와주시겠습니까? \\n적은 물품이나마 드리겠습니다. 받아주십시오."
"task_talk_220100_1","나는 며칠 전부터 숨은 병을 앓고 있습니다. 보답은 없지만, \\n도와주시겠습니까?"
"task_talk_220200","나는 아직 풀지 못한 큰 원한이 있습니다. 도와주시겠습니까? \\n적은 물품이나마 드리겠습니다. 받아주십시오."
"task_talk_220200_1","나는 아직 풀지 못한 큰 원한이 있습니다. 보답은 없지만, \\n도와주시겠습니까?"
"task_re_name_220000","<RenWu>강호 의뢰 · 「금창약」</>"
"task_re_name_220001","<RenWu>강호 의뢰 · 「병기」</>"
"task_re_name_220002","<RenWu>강호 의뢰 · 「자원」</>"
"task_re_name_220100","<RenWu>강호 의뢰 · 「숨은 병 치료」</>"
"task_re_name_220200","<RenWu>강호 의뢰 · 「원수 갚기」</>"
"content_title_1","<RenWu>강호 의뢰 · 「필요한 아이템」</>"
"content_title_2","<RenWu>강호 의뢰 · 「보호」</>"
"content_title_3","<RenWu>강호 의뢰 · 「훈계」</>"
"content_title_4","<RenWu>강호 의뢰 · 「건설」</>"
"content_title_5","<RenWu>강호 의뢰 · 「자원 수집」</>"
"content_title_6","<RenWu>강호 의뢰 · 「아이템 운송」</>"
"content_title_7","<RenWu>강호 의뢰 · 「문규 집행」</>"
"content_title_8","<RenWu>강호 의뢰 · 「건물 방어」</>"
"content_title_9","<RenWu>강호 의뢰 · 「세금 징수」</>"
"content_title_10","<RenWu>강호 의뢰 · 「영토 개척」</>"
"content_title_11","<RenWu>강호 의뢰 · 「민가 건설」</>"
"content_title_12","<RenWu>강호 의뢰 · 「세수단」</>"
"content_title_13","<RenWu>강호 의뢰 · 「온옥」</>"
"content_title_14","<RenWu>강호 의뢰 · 「취선도화」</>"
"content_title_15","<RenWu>강호 의뢰 · 「술 항아리」</>"
"content_title_16","<RenWu>강호 의뢰 · 「돌덩이」</>"
"content_title_17","<RenWu>강호 의뢰 · 「마증」</>"
"content_title_100","문파 가입 · 「상납」"
"content_title_1000","문파 · 「문파 회의 참석」"
"content_title_1001","문파 · 「무공 폐기」"
"content_title_1002","문파 · 「사형」"
"content_title_1003","문파 · 「3일 감금」"
"content_title_1004","문파 · 「사법당 건설」"
"content_title_1005","문파 · 「대장간 건설」"
"content_title_1006","문파 · 「악루 건설」"
"content_title_1007","문파 · 「주막 건설」"
"content_title_1008","문파 · 「온천 건설」"
"content_title_1009","문파 · 「마구간 건설」"
"content_title_1010","문파 · 「의원 건설」"
"content_title_1011","문파 · 「랑야각 건설」"
"content_title_1012","문파 · 「포목점 건설」"
"content_title_1013","문파 · 「전원주택 건설」"
"content_title_1014","문파 · 「감옥 감시」"
"content_title_1015","문파 · 「대장간 운영」"
"content_title_1016","문파 · 「악루 운영」"
"content_title_1017","문파 · 「주막 운영」"
"content_title_1018","문파 · 「온천 운영」"
"content_title_1019","문파 · 「마구간 운영」"
"content_title_1020","문파 · 「의원 운영」"
"content_title_1021","문파 · 「랑야각 운영」"
"content_title_1022","문파 · 「포목점 운영」"
"content_title_1023","문파 · 「철광석 운송」"
"content_title_1024","문파 · 「저마 운송」"
"content_title_1025","문파 · 「철광석 수집」"
"content_title_1026","문파 · 「석광석 수집」"
"content_title_1027","문파 · 「동광석 수집」"
"content_title_1028","문파 · 「전원주택 방어」"
"content_title_1030","문파 · 「감초 수집」"
"content_title_1031","문파 · 「삼칠 수집」"
"content_title_1032","문파 · 「난령초 수집」"
"content_title_1033","문파 · 「감초 운송」"
"content_title_1034","문파 · 「삼칠 운송」"
"content_title_1035","문파 · 「난령초 운송」"
"content_title_1036","문파 · 「온옥 수집」"
"content_title_1037","문파 · 「사법당 방어」"
"content_title_1038","문파 · 「창고 방어」"
"content_title_1039","문파 · 「수련장 방어」"
"content_title_1040","문파 · 「성황묘 건설」"
"content_title_10000","천명 · 「지역 탈출」"
"content_title_10001","천명 · 「속전 지불」"
"content_title_10002","천명 · 「대대로 내려오는 보물」"
"content_title_20000","기우 · 「협박」"
"content_title_21000","기우 · 「민가 건설」"
"content_title_21001","기우 · 「비급 절취」"
"content_title_21002","기우 · 「룡정 오도석 탐색」"
"content_title_21003","기우 · 「기예·내공」"
"content_title_21004","기우 · 「장비 제작」"
"content_title_21005","기우 · 「동물 길들이기」"
"content_title_21006","기우 · 「문파 가입」"
"content_title_21007","기우 · 「오도석 탐색」"
"content_title_30000","활동 · 「무림대회 참가」"
"content_title_desc_1","<TDNormal>돕다</><TDName>{0}「{1}」</><TDNormal>획득</> <TDItem>「{2}」</> <TDNum>「{3} / {4}」</>"
"content_title_desc_2","<TDNormal>돕다</><TDName>{0}「{1}」</><TDNormal>획득</> <TDItem>「{2}」</> <TDNum>「{3} / {4}」</>"
"content_title_desc_3","<TDNormal>돕다</><TDName>{0}「{1}」</><TDNormal>획득</> <TDItem>「{2}」</> <TDNum>「{3} / {4}」</>"
"content_title_desc_4","<TDNormal>돕다</><TDName>{0}「{1}」</><TDNormal>의 숨겨진 병을 치료하다</>"
"content_title_desc_5","<TDNormal>찾다</><TDName>{0}「{1}」</><TDNormal>，그리고 그 목을 <><TDName>{2}「{3}」</><TDNormal>에게 바치다</>"
"content_title_desc_6","<TDNormal>돕다</><TDName>{0}「{1}」</><TDNormal>가 그의</><TDItem>「{2}」</><TDNormal> 건설을 완료하다</>"
"content_title_desc_100","<TDNormal><TDName>「{0}」</><TDNormal> 구성원에게 </><TDNum>1500</><TDItem>전</><TDNormal>을 납부하여 문파에 가입하다</>"
"content_title_desc_101","<TDNormal>오직</><TDName>「{0}」</><TDNormal> 제자만 받다</>"
"content_title_desc_102","<TDNormal><TDName>「{0}」</><TDNormal> 구성원에게 가치</><TDNum>3000</><TDItem>전</TDItem> 상당의 <TDItem>임의의 물품</><TDNormal>을 납부하여 문파에 가입하다</>"
"content_title_desc_103","<TDNormal>「{0}」이</><TDName>「{1}」</><TDNormal>에 도달하다</>"
"content_title_desc_104","<TDNormal>「{0}」문의 절학을 익히다</>"
"content_title_desc_105","<TDNormal>「{0}」문의 내공을 활성화하다</>"
"content_title_desc_106","<TDNormal><TDName>「{0}」</><TDNormal> 구성원에게 최고급 장비 </><TDNum>1</><TDItem>개</><TDNormal>를 납부하여 문파에 가입하다</>"
"content_title_desc_107","<TDNormal>능력 「{0}」이 「{1}」에 도달하다</>"
"content_title_desc_1000","<<TDNormal>문파 활동 전에 문파 대전에 와서 문파 회의에 참여하십시오.</>"
"content_title_desc_1001","<<TDNormal>문규를 어기면, 잡히면 무공을 폐지한다.</>"
"content_title_desc_1002","<<TDNormal>문규를 어기면, 바로 살해한다.</>"
"content_title_desc_1003","<<TDNormal>문규를 어기면, 3일간 감금한다.</>"
"content_title_desc_1014","<TDNormal>감옥을 지키다</>"
"content_title_desc_1015","<TDNormal><TDItem>「{0}」</TDItem>을 경영하다</>"
"content_title_desc_1023","<TDNormal>철광석 </><TDItem>「{0} / {1}」</><TDNormal>을 문파의 </><TDItem>대장간</><TDNormal>으로 운반하다</TDNormal>"
"content_title_desc_1024","<TDNormal>모시 </><TDItem>「{0} / {1}」</><TDNormal>을 문파의 </><TDItem>포목점</><TDNormal>으로 운반하다</TDNormal>"
"content_title_desc_1025","<TDNormal>철광석 </><TDItem>「{0} / {1}」</><TDNormal>을 모아 문파 </><TDItem>창고</><TDNormal>의 </><TDItem>잡화장</><TDNormal>에 두다</TDNormal>"
"content_title_desc_1026","<TDNormal>석재 </><TDItem>「{0} / {1}」</><TDNormal>을 모아 문파 </><TDItem>창고</><TDNormal>의 </><TDItem>잡화장</><TDItem>에 두다</TDNormal>"
"content_title_desc_1027","<TDNormal>구리 </><TDItem>「{0} / {1}」</><TDNormal>을 모아 문파 </><TDItem>창고</><TDNormal>의 </><TDItem>잡화장</><TDNormal>에 두다</TDNormal>"
"content_title_desc_1028","<TDNormal>모시 </><TDItem>「{0} / {1}」</><TDNormal>를 재배하고 수확하여 문파 </><TDItem>창고</><TDNormal>의 </><TDItem>잡화장</><TDNormal>에 두다</TDNormal>"
"content_title_desc_1029","<TDNormal>철광석 </><TDItem>「{0} / {1}」</><TDNormal>을 문파의 </><TDItem>랑야각</><TDNormal>으로 운반하다</TDNormal>"
"content_title_desc_1030","<TDNormal>감초 </><TDItem>「{0} / {1}」</><TDNormal>을 모아 문파 </><TDItem>창고</><TDNormal>의 </><TDItem>잡화장</><TDNormal>에 두다</TDNormal>"
"content_title_desc_1031","<TDNormal>삼칠 </><TDItem>「{0} / {1}」</><TDNormal>을 모아 문파 </><TDItem>창고</><TDNormal>의 </><TDItem>잡화장</><TDNormal>에 두다</TDNormal>"
"content_title_desc_1032","<TDNormal>난령초 </><TDItem>「{0} / {1}」</><TDNormal>을 모아 문파 </><TDItem>창고</><TDNormal>의 </><TDItem>잡화장</><TDNormal>에 두다</TDNormal>"
"content_title_desc_1033","<TDNormal>감초 </><TDItem>「{0} / {1}」</><TDNormal>을 문파의 </><TDItem>의원</><TDNormal>으로 운반하다</TDNormal>"
"content_title_desc_1034","<TDNormal>삼칠 </><TDItem>「{0} / {1}」</><TDNormal>을 문파의 </><TDItem>의원</><TDNormal>으로 운반하다</TDNormal>"
"content_title_desc_1035","<TDNormal>난령초 </><TDItem>「{0} / {1}」</><TDNormal>을 문파의 </><TDItem>의원</><TDNormal>으로 운반하다</TDNormal>"
"content_title_desc_1036","<TDNormal>온옥 </><TDItem>「{0} / {1}」</><TDNormal>을 모아 문파 </><TDItem>창고</><TDNormal>의 </><TDItem>잡화장</><TDNormal>에 두다</TDNormal>"
"content_title_desc_1037","<TDNormal><TDItem>「{0}」</TDItem>을 지키다</>"
"content_title_desc_10000","<TDNormal>「{0}」 문파 지역에서 탈출하다</>"
"content_title_desc_10001","<TDNormal>「{0}」 구성원에게 자유를 얻기 위해 </><TDNum>2000</><TDNormal>전의 몸값을 지불하다</>"
"content_title_desc_10002","<TDNormal>물품 </><TDName>「보물지도」</><TDNormal>를 사용하여 보물 위치를 표시한 후, 보물을 찾으러 가다</>"
"content_title_desc_20000","<TDNormal><TDName>{0}「{1}」</><TDNormal>에게 </><TDNum>1000</><TDNormal>전을 주다</>"
"content_title_desc_21000","<TDNormal><TDItem>「{0}」</TDItem>을 건설하다</>"
"content_title_desc_21001","<TDNormal>어떤 문파의 대전에서 무학 비급 </><TDItem>「멸·절」</TDItem><TDNormal>을 훔쳐 </><TDName>{0}</><TDNormal>에게 주다</>"
